Name;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
rz47;rz;;Л-22П-13 отпайка на ТП-369;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz48;rz;;"Л-21-12 отпайка на ТП-366 СОТ ""Фонтан""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz49;rz;;Л-21-12 на отпайке в сторону ТП-175, ТП-176, ТП-177;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz50;rz;;Л-2П-15 на ТП-341;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz51;rz;;Л-82-3 отпайка на ТП-315 (газопровод);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz52;rz;;"вывод с ТП-256 ЮКЭС к ТП-7 ВН-59 ""Птицефабрика""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz53;rz;;"Л-46П-20 отпайка на ТП-11 ""Ужесельга""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz54;rz;;Л-46П-19 на участке ТП-44;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz55;rz;;"Л-18П-9 отпайка на ТП-401 СОТ ""Природа""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz56;rz;;"Л-46П-19 отпайка на ТП-368 СОТ ""Сосенка""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz57;rz;;"вывод с ТП-256 ЮКЭС к ТП-7 ВН-58 ""Птицефабрика""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz58;rz;;Л-21-12 отпайка на ТП-405;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz59;rz;;"Л-18П-9 на ТП-399 СОТ ""Пульс""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz60;rz;;Л-82-11 в линии;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz61;rz;;"Л-22П-13 отпайка на ТП-403 СОТ ""Педасельга""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz62;rz;;на ТП-187 вывод на ТП-185 Л-52П-2;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz63;rz;;;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz64;rz;;"Л-38П-2 отпайка на ТП-247 СОТ ""Связист""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz65;rz;;"РП-10 кВ ""Котельная"" вывод на ТП-188 Т-2";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz66;rz;;"РП-10 кВ ""Котельная"" вывод на ТП-188 Т-1 Л-52П-13";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz67;rz;;"Л-21-7 участок ВС-4; ВС-27";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz68;rz;;"Л-82-4 на участке ""Пяжиева Сельга""; ""Нырки""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz69;rz;;Л-18П-2 отпайка на ТП-141 Верхние Виданы м.Кузьминки;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz70;rz;;"Л-18П-9 отпайка на ТП-313 ОАО ""МТС""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz71;rz;;Л-82-3 на участке от П/ст 82 до ТП-311;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz72;rz;;Л-18П-3 на опоре №1 ТП-238;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz73;rz;;Л-18П-9 в линии (после отпайки на ТП-339);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz74;rz;;Л-18П-9 отпайка на ТП-339 (от оп. №103);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz75;rz;;Л-22П-13 отпайка на ТП-216 (КЮМ);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz76;rz;;о.Кижи ввод кабеля с о.Клименецкий КРУН-10 кВ;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz77;rz;;Л-21-7 отпайка на ТП-319 (МТС);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz1k;rz;;Л-78-2 между ТП-1К и 6К;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz2k;rz;;Л-78-2 между ТП-2К и Р-7К, ТП-1К;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz3k;rz;;Л-78-2 в сторону ТП-4К;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz4k;rz;;Л-78-2 в сторону ТП-5К;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz5k;rz;;Л-78-2 КРУН между ВС-1К и Р-8К (ТП-1К);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz6k;rz;;Л-78-2 КРУН между ВС-2К и Р-10К (ТП-1К);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz7k;rz;;ТП-1К вывод на ТП-2К 1 секция;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz8k;rz;;ввод в ТП-1К о.кижи ВС-1К;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz9k;rz;;ТП-1К вывод на ТП-2К;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz10k;rz;;ТП-1К ввод на ТП-1К от ВС-2К;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz11k;rz;;ввод на ТП-2К от ТП-1К 1 секция;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz12k;rz;;ввод на ТП-2К от ТП-1К 2 секция;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz79;rz;;Л-18П-9 отпайка на ТП-406 Базу ДОКа;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz80;rz;;Л-22П-1 отпайка на ТП-98;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz81;rz;;;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz82;rz;;Л-23-16 отпайка на ТП-228;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz83;rz;;Л-46П-19 на ТП-318;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz84;rz;;Л-2П-15 отпайка на ТП-40 (б/о Нац. банка);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz85;rz;;Л-82-4 ВЛ-10 кВ на ТП-219 Пяжиева Сельга;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz86;rz;;;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz87;rz;;Л-2П-15 на ВС-45 д.Косалма-Шуйская;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz88;rz;;Л-2П-15 на ВС-45 д.Косалма-Кончезеро;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz89;rz;;"Л-46П-19 на ТП-249 м.Хутор ""Петролесэкспорт""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz90;rz;;"Л-21-7 ВЛ-6 кВ д.Шуйская Чупа ""А""-обр.опора ";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz91;rz;;Л-21-7 отпайка на ТП-30;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz92;rz;;Л-2П-15 отпайка на ТП-23;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz93;rz;;"Л-18П-9 отпайка на ТП-149 ""Каменка""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz94;rz;;Л-21-12 отпайка на ТП-150 между ТП-104 и ТП-102;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz95;rz;;Л-46-19 отпайка на ТП-470;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz96;rz;;Л-46П-19 отпайка на Орзегские кооперативы в сторону ТП-404;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz97;rz;;Л-18П-3 на ТП-54 д.Верховье (фермерское хозяйство);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz98;rz;;;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz99;rz;;Л-2П-15 от П/ст 2П до ВС-11;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz100;rz;;"""Уя-Электро"" на ТП-200 Л-22П-13";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz101;rz;;Л-18П-2 отпайка на ТП-461;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz102;rz;;Л-18П-9 на отпайке в сторону Урозеро;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz103;rz;;"Л-82-11 на ТП-99 ""МегаФон"" Ладва-Ветка";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz104;rz;;отпайка в сторону ТП-367 и ТП-309 (Урозеро);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz105;rz;;отпайка на ТП-309 (СОТ Урозеро) ж/б опоры;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz106;rz;;Л-5-28 на отпайке в сторону ТП-169;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz107_1;rz;;Л-5-28 до перехода под ж/дорогой кабелями 10 кВ;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz107_2;rz;;Л-5-28 после перехода под ж/дорогой кабелями 10 кВ;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz108;rz;;Л-18П-9 на ВС-7 (п.Чална);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz109;rz;;Л-82-10 (в линии 10 кВ от РП-3 в сторону ТП-217;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz110;rz;;Л-21-12 на ТП-155 (В.Бесовец);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz111;rz;;"на ТП-79 ОАО ""МТС"" (Пухта)";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz112;rz;;Л-18П-19 отпайка на ТП-334 (г-н Бесовец);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz3_2;rz;;Л-82-3;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz4_2;rz;;Л-82-4;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz10_2;rz;;Л-82-10;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz11_2;rz;;Л-82-11;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz3_4;rz;;между Л-82-3 и Л-82-4;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz10_11;rz;;между Л-82-10 и Л-82-11;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz119;rz;;;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz120;rz;;Л-18П-9 отпайка на ТП-441;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz121;rz;;Л-18П-9 отпайка на ТП-408 и ТП-407;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
